35,0.35765,0.45858,1.0477,0.24918,0.10744,0.25706,0.25971,0.20807,0.095955
36,0.45362,0.30191,1.5675,0.32559,0.59228,0.26104,0.72285,0.52539,0.2043
37,0.45399,0.75007,0.97699,0.73809,0.22859,0.94361,1.3797,0.85064,1.282
38,0.29321,0.50533,0.71876,0.37026,0.4416,0.30899,0.57845,0.44301,0.65534
39,0.45753,0.45318,2.5962,0.55169,0.70384,0.73401,0.53657,0.65814,0.37869
40,0.37674,0.60901,1.0912,0.99835,0.73832,0.52551,0.94159,0.73514,0.70299
41,0.41345,0.5718,1.9157,0.51429,0.82053,0.62478,1.183,0.87611,0.92371
42,0.78668,1.421,2.5956,1.4322,2.2111,0.58862,1.6596,1.4865,0.50868
43,1.1505,0.57743,0.86818,0.9843,0.38211,0.41892,1.4641,0.75506,1.8686
44,0.53562,0.17208,1.6983,0.82973,1.5635,0.50606,0.75791,0.9425,0.19922
45,0.48304,0.38453,0.21376,0.23989,0.88624,0.26757,0.77169,0.64183,0.49097
46,0.29425,0.24757,0.58495,0.19604,0.10717,0.16885,0.066402,0.11414,0.1533
47,0.45734,0.62992,1.3659,0.25773,0.52913,0.60385,0.41119,0.51472,0.56478
48,0.3441,0.56651,0.92708,0.68352,0.92636,0.39331,1.0388,0.78614,0.77427
49,0.3049,0.25347,1.326,0.49466,0.82601,0.42687,0.65629,0.63639,0.58473
50,0.54701,0.95802,1.0454,1.0832,0.76873,0.71704,1.3573,0.94768,1.0718
51,0.45938,0.67544,1.4527,0.14925,0.2177,0.2292,0.37764,0.27485,0.4768
52,0.54226,1.0284,1.37,1.1833,0.64518,1.5196,2.3094,1.4914,1.5187
53,0.34668,0.24889,1.054,0.34174,0.53402,0.1739,0.79102,0.49965,0.1816
54,0.90753,0.28184,1.6389,1.1057,0.64358,0.26274,0.71371,0.54001,0.48903
55,0.33273,0.24148,1.4543,0.26977,0.22942,0.19801,0.39843,0.27529,0.21529
56,0.82688,0.67284,0.74434,0.7207,0.85189,0.58062,0.73053,0.72101,0.77532
57,0.4655,0.76043,1.1565,0.84014,0.60685,0.66866,0.95515,0.74355,0.52791
58,0.23452,0.15254,0.86798,0.19809,0.32835,0.30923,0.44082,0.35947,0.12774
59,0.54571,0.51038,0.75228,0.47164,0.52422,0.49125,0.6754,0.56362,0.63954
60,0.27059,0.32869,1.9151,0.50192,0.43074,0.52402,0.61265,0.52247,0.96042
61,1.1113,0.82422,2.3107,1.2737,6.4784,1.7847,3.3859,3.883,0.77924
62,0.49488,0.42366,2.1148,0.91356,0.55743,0.091742,0.84938,0.49952,0.19625
63,0.8463,1.2271,0.8926,0.75641,0.37278,0.89381,1.0923,0.78628,1.6264
64,0.54595,0.72448,1.8421,1.0958,3.6297,1.0962,1.1001,1.942,0.84794
65,0.81497,0.94797,1.5884,0.68363,0.17917,0.56883,0.48657,0.41152,0.87687
66,0.25543,0.51452,0.49801,0.24974,0.61585,0.34088,0.68849,0.54841,0.35856
67,1.5764,0.79211,0.84623,0.57359,0.71998,0.70244,0.59581,0.67274,0.84851
